model,epoch,total_epoch,unix_time,iso_time
deeponet,43632,50000,1788035569,2026-08-30T05:32:49+09:00
deeponet,44020,50000,1788035630,2026-08-30T05:33:50+09:00
deeponet,44384,50000,1788035691,2026-08-30T05:34:51+09:00
deeponet,44750,50000,1788035751,2026-08-30T05:35:51+09:00
deeponet,45106,50000,1788035812,2026-08-30T05:36:52+09:00
deeponet,45464,50000,1788035873,2026-08-30T05:37:53+09:00
deeponet,45840,50000,1788035934,2026-08-30T05:38:54+09:00
deeponet,46197,50000,1788035994,2026-08-30T05:39:54+09:00
deeponet,46559,50000,1788036055,2026-08-30T05:40:55+09:00
deeponet,46944,50000,1788036116,2026-08-30T05:41:56+09:00
deeponet,47345,50000,1788036176,2026-08-30T05:42:56+09:00
deeponet,47788,50000,1788036237,2026-08-30T05:43:57+09:00
deeponet,48201,50000,1788036298,2026-08-30T05:44:58+09:00
deeponet,48550,50000,1788036358,2026-08-30T05:45:58+09:00
deeponet,48923,50000,1788036419,2026-08-30T05:46:59+09:00
deeponet,49322,50000,1788036480,2026-08-30T05:48:00+09:00
deeponet,49702,50000,1788036541,2026-08-30T05:49:01+09:00
deeponet,50000,50000,1788036601,2026-08-30T05:50:01+09:00
hyperdeeponet,9,50000,1788036601,2026-08-30T05:50:01+09:00
hyperdeeponet,163,50000,1788036662,2026-08-30T05:51:02+09:00
hyperdeeponet,318,50000,1788036723,2026-08-30T05:52:03+09:00
hyperdeeponet,466,50000,1788036783,2026-08-30T05:53:03+09:00
hyperdeeponet,626,50000,1788036844,2026-08-30T05:54:04+09:00
hyperdeeponet,778,50000,1788036904,2026-08-30T05:55:04+09:00
hyperdeeponet,936,50000,1788036965,2026-08-30T05:56:05+09:00
hyperdeeponet,1094,50000,1788037026,2026-08-30T05:57:06+09:00
hyperdeeponet,1257,50000,1788037086,2026-08-30T05:58:06+09:00
hyperdeeponet,1421,50000,1788037147,2026-08-30T05:59:07+09:00
hyperdeeponet,1586,50000,1788037207,2026-08-30T06:00:07+09:00
hyperdeeponet,1755,50000,1788037268,2026-08-30T06:01:08+09:00
hyperdeeponet,1922,50000,1788037329,2026-08-30T06:02:09+09:00
hyperdeeponet,2084,50000,1788037389,2026-08-30T06:03:09+09:00
hyperdeeponet,2248,50000,1788037450,2026-08-30T06:04:10+09:00
hyperdeeponet,2412,50000,1788037511,2026-08-30T06:05:11+09:00
hyperdeeponet,2573,50000,1788037571,2026-08-30T06:06:11+09:00
hyperdeeponet,2734,50000,1788037632,2026-08-30T06:07:12+09:00
hyperdeeponet,2890,50000,1788037693,2026-08-30T06:08:13+09:00
hyperdeeponet,3047,50000,1788037753,2026-08-30T06:09:13+09:00
hyperdeeponet,3213,50000,1788037814,2026-08-30T06:10:14+09:00
hyperdeeponet,3380,50000,1788037874,2026-08-30T06:11:14+09:00
hyperdeeponet,3546,50000,1788037935,2026-08-30T06:12:15+09:00
hyperdeeponet,3711,50000,1788037996,2026-08-30T06:13:16+09:00
hyperdeeponet,3880,50000,1788038056,2026-08-30T06:14:16+09:00
hyperdeeponet,4044,50000,1788038117,2026-08-30T06:15:17+09:00
hyperdeeponet,4214,50000,1788038178,2026-08-30T06:16:18+09:00
hyperdeeponet,4382,50000,1788038238,2026-08-30T06:17:18+09:00
hyperdeeponet,4553,50000,1788038299,2026-08-30T06:18:19+09:00
hyperdeeponet,4719,50000,1788038360,2026-08-30T06:19:20+09:00
hyperdeeponet,4888,50000,1788038420,2026-08-30T06:20:20+09:00
hyperdeeponet,5056,50000,1788038481,2026-08-30T06:21:21+09:00
hyperdeeponet,5229,50000,1788038541,2026-08-30T06:22:21+09:00
hyperdeeponet,5395,50000,1788038602,2026-08-30T06:23:22+09:00
hyperdeeponet,5562,50000,1788038663,2026-08-30T06:24:23+09:00
hyperdeeponet,5723,50000,1788038723,2026-08-30T06:25:23+09:00
hyperdeeponet,5883,50000,1788038784,2026-08-30T06:26:24+09:00
hyperdeeponet,6040,50000,1788038845,2026-08-30T06:27:25+09:00
hyperdeeponet,6199,50000,1788038905,2026-08-30T06:28:25+09:00
hyperdeeponet,6360,50000,1788038966,2026-08-30T06:29:26+09:00
hyperdeeponet,6524,50000,1788039026,2026-08-30T06:30:26+09:00
hyperdeeponet,6675,50000,1788039087,2026-08-30T06:31:27+09:00
hyperdeeponet,6831,50000,1788039148,2026-08-30T06:32:28+09:00
hyperdeeponet,6993,50000,1788039209,2026-08-30T06:33:29+09:00
hyperdeeponet,7156,50000,1788039270,2026-08-30T06:34:30+09:00
hyperdeeponet,7321,50000,1788039330,2026-08-30T06:35:30+09:00
hyperdeeponet,7489,50000,1788039391,2026-08-30T06:36:31+09:00
hyperdeeponet,7653,50000,1788039452,2026-08-30T06:37:32+09:00
hyperdeeponet,7822,50000,1788039512,2026-08-30T06:38:32+09:00
hyperdeeponet,7980,50000,1788039573,2026-08-30T06:39:33+09:00
hyperdeeponet,8152,50000,1788039634,2026-08-30T06:40:34+09:00
hyperdeeponet,8322,50000,1788039695,2026-08-30T06:41:35+09:00
hyperdeeponet,8490,50000,1788039755,2026-08-30T06:42:35+09:00
hyperdeeponet,8658,50000,1788039816,2026-08-30T06:43:36+09:00
hyperdeeponet,8826,50000,1788039877,2026-08-30T06:44:37+09:00
hyperdeeponet,8998,50000,1788039937,2026-08-30T06:45:37+09:00
hyperdeeponet,9164,50000,1788039998,2026-08-30T06:46:38+09:00
hyperdeeponet,9334,50000,1788040059,2026-08-30T06:47:39+09:00
hyperdeeponet,9504,50000,1788040120,2026-08-30T06:48:40+09:00
hyperdeeponet,9670,50000,1788040180,2026-08-30T06:49:40+09:00
hyperdeeponet,9839,50000,1788040241,2026-08-30T06:50:41+09:00
hyperdeeponet,10007,50000,1788040302,2026-08-30T06:51:42+09:00
hyperdeeponet,10174,50000,1788040363,2026-08-30T06:52:43+09:00
hyperdeeponet,10344,50000,1788040423,2026-08-30T06:53:43+09:00
hyperdeeponet,10512,50000,1788040484,2026-08-30T06:54:44+09:00
hyperdeeponet,10682,50000,1788040545,2026-08-30T06:55:45+09:00
hyperdeeponet,10842,50000,1788040605,2026-08-30T06:56:45+09:00
hyperdeeponet,11006,50000,1788040666,2026-08-30T06:57:46+09:00
hyperdeeponet,11177,50000,1788040727,2026-08-30T06:58:47+09:00
hyperdeeponet,11350,50000,1788040787,2026-08-30T06:59:47+09:00
hyperdeeponet,11523,50000,1788040848,2026-08-30T07:00:48+09:00
hyperdeeponet,11696,50000,1788040909,2026-08-30T07:01:49+09:00
hyperdeeponet,11868,50000,1788040969,2026-08-30T07:02:49+09:00
hyperdeeponet,12036,50000,1788041030,2026-08-30T07:03:50+09:00
hyperdeeponet,12204,50000,1788041091,2026-08-30T07:04:51+09:00
hyperdeeponet,12374,50000,1788041152,2026-08-30T07:05:52+09:00
hyperdeeponet,12546,50000,1788041212,2026-08-30T07:06:52+09:00
hyperdeeponet,12718,50000,1788041273,2026-08-30T07:07:53+09:00
hyperdeeponet,12886,50000,1788041334,2026-08-30T07:08:54+09:00
hyperdeeponet,13059,50000,1788041395,2026-08-30T07:09:55+09:00
hyperdeeponet,13232,50000,1788041455,2026-08-30T07:10:55+09:00
hyperdeeponet,13399,50000,1788041516,2026-08-30T07:11:56+09:00
hyperdeeponet,13570,50000,1788041577,2026-08-30T07:12:57+09:00
hyperdeeponet,13739,50000,1788041638,2026-08-30T07:13:58+09:00
hyperdeeponet,13909,50000,1788041699,2026-08-30T07:14:59+09:00
hyperdeeponet,14074,50000,1788041759,2026-08-30T07:15:59+09:00
hyperdeeponet,14231,50000,1788041820,2026-08-30T07:17:00+09:00
hyperdeeponet,14393,50000,1788041881,2026-08-30T07:18:01+09:00
hyperdeeponet,14552,50000,1788041942,2026-08-30T07:19:02+09:00
hyperdeeponet,14716,50000,1788042003,2026-08-30T07:20:03+09:00
hyperdeeponet,14880,50000,1788042064,2026-08-30T07:21:04+09:00
hyperdeeponet,15044,50000,1788042124,2026-08-30T07:22:04+09:00
hyperdeeponet,15218,50000,1788042185,2026-08-30T07:23:05+09:00
hyperdeeponet,15392,50000,1788042246,2026-08-30T07:24:06+09:00
hyperdeeponet,15566,50000,1788042307,2026-08-30T07:25:07+09:00
hyperdeeponet,15737,50000,1788042368,2026-08-30T07:26:08+09:00
hyperdeeponet,15911,50000,1788042428,2026-08-30T07:27:08+09:00
hyperdeeponet,16081,50000,1788042489,2026-08-30T07:28:09+09:00
hyperdeeponet,16245,50000,1788042550,2026-08-30T07:29:10+09:00
hyperdeeponet,16420,50000,1788042611,2026-08-30T07:30:11+09:00
hyperdeeponet,16590,50000,1788042672,2026-08-30T07:31:12+09:00
hyperdeeponet,16760,50000,1788042732,2026-08-30T07:32:12+09:00
hyperdeeponet,16933,50000,1788042793,2026-08-30T07:33:13+09:00
hyperdeeponet,17103,50000,1788042854,2026-08-30T07:34:14+09:00
hyperdeeponet,17272,50000,1788042915,2026-08-30T07:35:15+09:00
hyperdeeponet,17442,50000,1788042975,2026-08-30T07:36:15+09:00
hyperdeeponet,17616,50000,1788043036,2026-08-30T07:37:16+09:00
hyperdeeponet,17787,50000,1788043097,2026-08-30T07:38:17+09:00
hyperdeeponet,17954,50000,1788043158,2026-08-30T07:39:18+09:00
hyperdeeponet,18119,50000,1788043219,2026-08-30T07:40:19+09:00
hyperdeeponet,18281,50000,1788043280,2026-08-30T07:41:20+09:00
hyperdeeponet,18444,50000,1788043340,2026-08-30T07:42:20+09:00
hyperdeeponet,18609,50000,1788043401,2026-08-30T07:43:21+09:00
hyperdeeponet,18780,50000,1788043462,2026-08-30T07:44:22+09:00
hyperdeeponet,18950,50000,1788043523,2026-08-30T07:45:23+09:00
hyperdeeponet,19119,50000,1788043584,2026-08-30T07:46:24+09:00
hyperdeeponet,19294,50000,1788043645,2026-08-30T07:47:25+09:00
hyperdeeponet,19470,50000,1788043705,2026-08-30T07:48:25+09:00
hyperdeeponet,19653,50000,1788043766,2026-08-30T07:49:26+09:00
hyperdeeponet,19830,50000,1788043827,2026-08-30T07:50:27+09:00
hyperdeeponet,20006,50000,1788043888,2026-08-30T07:51:28+09:00
hyperdeeponet,20177,50000,1788043949,2026-08-30T07:52:29+09:00
hyperdeeponet,20350,50000,1788044009,2026-08-30T07:53:29+09:00
hyperdeeponet,20520,50000,1788044070,2026-08-30T07:54:30+09:00
hyperdeeponet,20687,50000,1788044131,2026-08-30T07:55:31+09:00
hyperdeeponet,20855,50000,1788044192,2026-08-30T07:56:32+09:00
hyperdeeponet,21026,50000,1788044253,2026-08-30T07:57:33+09:00
hyperdeeponet,21201,50000,1788044314,2026-08-30T07:58:34+09:00
hyperdeeponet,21369,50000,1788044374,2026-08-30T07:59:34+09:00
hyperdeeponet,21537,50000,1788044435,2026-08-30T08:00:35+09:00
hyperdeeponet,21709,50000,1788044496,2026-08-30T08:01:36+09:00
hyperdeeponet,21878,50000,1788044557,2026-08-30T08:02:37+09:00
hyperdeeponet,22053,50000,1788044618,2026-08-30T08:03:38+09:00
hyperdeeponet,22227,50000,1788044679,2026-08-30T08:04:39+09:00
hyperdeeponet,22395,50000,1788044740,2026-08-30T08:05:40+09:00
hyperdeeponet,22565,50000,1788044800,2026-08-30T08:06:40+09:00
hyperdeeponet,22742,50000,1788044861,2026-08-30T08:07:41+09:00
hyperdeeponet,22916,50000,1788044922,2026-08-30T08:08:42+09:00
hyperdeeponet,23087,50000,1788044983,2026-08-30T08:09:43+09:00
hyperdeeponet,23254,50000,1788045044,2026-08-30T08:10:44+09:00
hyperdeeponet,23423,50000,1788045105,2026-08-30T08:11:45+09:00
hyperdeeponet,23593,50000,1788045166,2026-08-30T08:12:46+09:00
hyperdeeponet,23759,50000,1788045227,2026-08-30T08:13:47+09:00
hyperdeeponet,23927,50000,1788045288,2026-08-30T08:14:48+09:00
hyperdeeponet,24094,50000,1788045348,2026-08-30T08:15:48+09:00
hyperdeeponet,24266,50000,1788045409,2026-08-30T08:16:49+09:00
hyperdeeponet,24437,50000,1788045470,2026-08-30T08:17:50+09:00
hyperdeeponet,24609,50000,1788045531,2026-08-30T08:18:51+09:00
hyperdeeponet,24781,50000,1788045592,2026-08-30T08:19:52+09:00
hyperdeeponet,24953,50000,1788045653,2026-08-30T08:20:53+09:00
hyperdeeponet,25119,50000,1788045714,2026-08-30T08:21:54+09:00
hyperdeeponet,25286,50000,1788045775,2026-08-30T08:22:55+09:00
hyperdeeponet,25449,50000,1788045836,2026-08-30T08:23:56+09:00
hyperdeeponet,25624,50000,1788045896,2026-08-30T08:24:56+09:00
hyperdeeponet,25787,50000,1788045957,2026-08-30T08:25:57+09:00
hyperdeeponet,25960,50000,1788046018,2026-08-30T08:26:58+09:00
hyperdeeponet,26121,50000,1788046079,2026-08-30T08:27:59+09:00
hyperdeeponet,26284,50000,1788046140,2026-08-30T08:29:00+09:00
hyperdeeponet,26451,50000,1788046201,2026-08-30T08:30:01+09:00
hyperdeeponet,26612,50000,1788046262,2026-08-30T08:31:02+09:00
hyperdeeponet,26777,50000,1788046323,2026-08-30T08:32:03+09:00
hyperdeeponet,26939,50000,1788046384,2026-08-30T08:33:04+09:00
hyperdeeponet,27104,50000,1788046445,2026-08-30T08:34:05+09:00
hyperdeeponet,27276,50000,1788046506,2026-08-30T08:35:06+09:00
hyperdeeponet,27445,50000,1788046567,2026-08-30T08:36:07+09:00
hyperdeeponet,27618,50000,1788046628,2026-08-30T08:37:08+09:00
hyperdeeponet,27783,50000,1788046689,2026-08-30T08:38:09+09:00
hyperdeeponet,27950,50000,1788046750,2026-08-30T08:39:10+09:00
hyperdeeponet,28123,50000,1788046811,2026-08-30T08:40:11+09:00
hyperdeeponet,28285,50000,1788046872,2026-08-30T08:41:12+09:00
hyperdeeponet,28442,50000,1788046933,2026-08-30T08:42:13+09:00
hyperdeeponet,28595,50000,1788046994,2026-08-30T08:43:14+09:00
hyperdeeponet,28756,50000,1788047055,2026-08-30T08:44:15+09:00
hyperdeeponet,28919,50000,1788047116,2026-08-30T08:45:16+09:00
hyperdeeponet,29070,50000,1788047177,2026-08-30T08:46:17+09:00
hyperdeeponet,29238,50000,1788047238,2026-08-30T08:47:18+09:00
hyperdeeponet,29402,50000,1788047299,2026-08-30T08:48:19+09:00
hyperdeeponet,29564,50000,1788047360,2026-08-30T08:49:20+09:00
hyperdeeponet,29723,50000,1788047422,2026-08-30T08:50:22+09:00
hyperdeeponet,29867,50000,1788047482,2026-08-30T08:51:22+09:00
hyperdeeponet,30019,50000,1788047544,2026-08-30T08:52:24+09:00
hyperdeeponet,30174,50000,1788047605,2026-08-30T08:53:25+09:00
hyperdeeponet,30337,50000,1788047666,2026-08-30T08:54:26+09:00
hyperdeeponet,30485,50000,1788047727,2026-08-30T08:55:27+09:00
hyperdeeponet,30638,50000,1788047788,2026-08-30T08:56:28+09:00
hyperdeeponet,30793,50000,1788047849,2026-08-30T08:57:29+09:00
hyperdeeponet,30947,50000,1788047910,2026-08-30T08:58:30+09:00
hyperdeeponet,31097,50000,1788047971,2026-08-30T08:59:31+09:00
hyperdeeponet,31256,50000,1788048032,2026-08-30T09:00:32+09:00
hyperdeeponet,31410,50000,1788048093,2026-08-30T09:01:33+09:00
hyperdeeponet,31567,50000,1788048154,2026-08-30T09:02:34+09:00
hyperdeeponet,31718,50000,1788048216,2026-08-30T09:03:36+09:00
hyperdeeponet,31875,50000,1788048277,2026-08-30T09:04:37+09:00
hyperdeeponet,32019,50000,1788048338,2026-08-30T09:05:38+09:00
hyperdeeponet,32161,50000,1788048399,2026-08-30T09:06:39+09:00
hyperdeeponet,32318,50000,1788048460,2026-08-30T09:07:40+09:00
hyperdeeponet,32468,50000,1788048521,2026-08-30T09:08:41+09:00
hyperdeeponet,32623,50000,1788048582,2026-08-30T09:09:42+09:00
hyperdeeponet,32780,50000,1788048643,2026-08-30T09:10:43+09:00
hyperdeeponet,32927,50000,1788048704,2026-08-30T09:11:44+09:00
hyperdeeponet,33092,50000,1788048766,2026-08-30T09:12:46+09:00
hyperdeeponet,33242,50000,1788048827,2026-08-30T09:13:47+09:00
hyperdeeponet,33395,50000,1788048888,2026-08-30T09:14:48+09:00
hyperdeeponet,33549,50000,1788048949,2026-08-30T09:15:49+09:00
hyperdeeponet,33701,50000,1788049010,2026-08-30T09:16:50+09:00
hyperdeeponet,33852,50000,1788049072,2026-08-30T09:17:52+09:00
hyperdeeponet,34005,50000,1788049133,2026-08-30T09:18:53+09:00
hyperdeeponet,34169,50000,1788049194,2026-08-30T09:19:54+09:00
hyperdeeponet,34330,50000,1788049255,2026-08-30T09:20:55+09:00
hyperdeeponet,34481,50000,1788049316,2026-08-30T09:21:56+09:00
hyperdeeponet,34636,50000,1788049377,2026-08-30T09:22:57+09:00
hyperdeeponet,34786,50000,1788049438,2026-08-30T09:23:58+09:00
hyperdeeponet,34933,50000,1788049500,2026-08-30T09:25:00+09:00
hyperdeeponet,35089,50000,1788049561,2026-08-30T09:26:01+09:00
hyperdeeponet,35244,50000,1788049622,2026-08-30T09:27:02+09:00
hyperdeeponet,35406,50000,1788049684,2026-08-30T09:28:04+09:00
hyperdeeponet,35568,50000,1788049745,2026-08-30T09:29:05+09:00
hyperdeeponet,35729,50000,1788049806,2026-08-30T09:30:06+09:00
hyperdeeponet,35892,50000,1788049867,2026-08-30T09:31:07+09:00
hyperdeeponet,36054,50000,1788049929,2026-08-30T09:32:09+09:00
hyperdeeponet,36220,50000,1788049990,2026-08-30T09:33:10+09:00
hyperdeeponet,36371,50000,1788050051,2026-08-30T09:34:11+09:00
hyperdeeponet,36530,50000,1788050112,2026-08-30T09:35:12+09:00
hyperdeeponet,36679,50000,1788050173,2026-08-30T09:36:13+09:00
hyperdeeponet,36836,50000,1788050234,2026-08-30T09:37:14+09:00
